WP_108309646.1#45|Thermodesulfobium_acidiphilum	897	-	-	11	-3648	-2752	1499587	1500483	WP_108309656.1#45	NZ_CP020921.1	GCF_003057965.1
WP_108309646.1#45|Thermodesulfobium_acidiphilum	990	-	-	69	-2755	-1766	1498601	1499590	WP_108309653.1#45	NZ_CP020921.1	GCF_003057965.1
WP_108309646.1#45|Thermodesulfobium_acidiphilum	201	-	-	0	-1736	-1536	1498371	1498571	WP_108309651.1#45	NZ_CP020921.1	GCF_003057965.1
WP_108309646.1#45|Thermodesulfobium_acidiphilum	1398	-	+	0	-1451	-54	1496889	1498286	WP_108309648.1#45	NZ_CP020921.1	GCF_003057965.1
WP_108309646.1#45|Thermodesulfobium_acidiphilum	435	-	+	459	1	435	1496400	1496834	WP_108309646.1#45	NZ_CP020921.1	GCF_003057965.1
WP_108309646.1#45|Thermodesulfobium_acidiphilum	453	-	-	0	449	901	1495934	1496386	WP_108309644.1#45	NZ_CP020921.1	GCF_003057965.1
WP_108309646.1#45|Thermodesulfobium_acidiphilum	504	-	-	385	898	1401	1495434	1495937	WP_199919954.1#45	NZ_CP020921.1	GCF_003057965.1
WP_108309646.1#45|Thermodesulfobium_acidiphilum	564	-	-	272	1397	1960	1494875	1495438	WP_108309640.1#45	NZ_CP020921.1	GCF_003057965.1
WP_108309646.1#45|Thermodesulfobium_acidiphilum	1983	-	-	7	1957	3939	1492896	1494878	WP_199919764.1#45	NZ_CP020921.1	GCF_003057965.1



WP_209785366.1#813|Chryseobacterium_sp__PvR013	519	+	-	0	-2542	-2024	2140479	2140997	WP_209785362.1#813	NZ_JAFIBT010000001.1	GCF_017833095.1
WP_209785366.1#813|Chryseobacterium_sp__PvR013	237	+	+	0	-1917	-1681	2141104	2141340	WP_209785363.1#813	NZ_JAFIBT010000001.1	GCF_017833095.1
WP_209785366.1#813|Chryseobacterium_sp__PvR013	387	+	+	17	-884	-498	2142137	2142523	WP_209785364.1#813	NZ_JAFIBT010000001.1	GCF_017833095.1
WP_209785366.1#813|Chryseobacterium_sp__PvR013	495	+	+	0	-501	-7	2142520	2143014	WP_209785365.1#813	NZ_JAFIBT010000001.1	GCF_017833095.1
WP_209785366.1#813|Chryseobacterium_sp__PvR013	456	+	+	459	1	456	2143022	2143477	WP_209785366.1#813	NZ_JAFIBT010000001.1	GCF_017833095.1
WP_209785366.1#813|Chryseobacterium_sp__PvR013	456	+	-	172	453	908	2143474	2143929	WP_209785367.1#813	NZ_JAFIBT010000001.1	GCF_017833095.1
WP_209785366.1#813|Chryseobacterium_sp__PvR013	240	+	-	0	913	1152	2143934	2144173	WP_209785368.1#813	NZ_JAFIBT010000001.1	GCF_017833095.1
WP_209785366.1#813|Chryseobacterium_sp__PvR013	561	+	-	0	1152	1712	2144173	2144733	WP_209785369.1#813	NZ_JAFIBT010000001.1	GCF_017833095.1
WP_209785366.1#813|Chryseobacterium_sp__PvR013	507	+	-	0	1663	2169	2144684	2145190	WP_209785370.1#813	NZ_JAFIBT010000001.1	GCF_017833095.1



WP_216380414.1#167|Arcanobacterium_phocae	1026	-	+	0	-2255	-1230	104060	105085	WP_216380425.1#167	NZ_JABAPW010000002.1	GCF_018913745.1
WP_216380414.1#167|Arcanobacterium_phocae	177	-	+	0	-1151	-975	103805	103981	WP_216380423.1#167	NZ_JABAPW010000002.1	GCF_018913745.1
WP_216380414.1#167|Arcanobacterium_phocae	555	-	+	13	-978	-424	103254	103808	WP_216380420.1#167	NZ_JABAPW010000002.1	GCF_018913745.1
WP_216380414.1#167|Arcanobacterium_phocae	366	-	+	1	-361	4	102826	103191	WP_216380417.1#167	NZ_JABAPW010000002.1	GCF_018913745.1
WP_216380414.1#167|Arcanobacterium_phocae	420	-	+	459	1	420	102410	102829	WP_216380414.1#167	NZ_JABAPW010000002.1	GCF_018913745.1
WP_216380414.1#167|Arcanobacterium_phocae	1116	-	-	0	379	1494	101336	102451	WP_216380411.1#167	NZ_JABAPW010000002.1	GCF_018913745.1
WP_216380414.1#167|Arcanobacterium_phocae	1230	-	-	0	1523	2752	100078	101307	WP_216380408.1#167	NZ_JABAPW010000002.1	GCF_018913745.1
WP_216380414.1#167|Arcanobacterium_phocae	645	-	-	11	2798	3442	99388	100032	WP_216380407.1#167	NZ_JABAPW010000002.1	GCF_018913745.1
WP_216380414.1#167|Arcanobacterium_phocae	2202	-	-	0	3470	5671	97159	99360	WP_216380405.1#167	NZ_JABAPW010000002.1	GCF_018913745.1



WP_168896701.1#727|Olsenella_sp__KGMB02461	177	-	+	0	-1635	-1459	739301	739477	WP_168896704.1#727	NZ_JABAHI010000008.1	GCF_012584445.1
WP_168896701.1#727|Olsenella_sp__KGMB02461	183	-	+	0	-1306	-1124	738966	739148	WP_168896703.1#727	NZ_JABAHI010000008.1	GCF_012584445.1
WP_168896701.1#727|Olsenella_sp__KGMB02461	498	-	+	0	-971	-474	738316	738813	WP_168896702.1#727	NZ_JABAHI010000008.1	GCF_012584445.1
WP_168896701.1#727|Olsenella_sp__KGMB02461	486	-	+	1	-481	4	737838	738323	WP_211082184.1#727	NZ_JABAHI010000008.1	GCF_012584445.1
WP_168896701.1#727|Olsenella_sp__KGMB02461	456	-	+	459	1	456	737386	737841	WP_168896701.1#727	NZ_JABAHI010000008.1	GCF_012584445.1
WP_168896701.1#727|Olsenella_sp__KGMB02461	174	-	+	345	563	736	737106	737279	WP_168896700.1#727	NZ_JABAHI010000008.1	GCF_012584445.1
WP_168896701.1#727|Olsenella_sp__KGMB02461	411	-	+	344	782	1192	736650	737060	WP_168896699.1#727	NZ_JABAHI010000008.1	GCF_012584445.1
WP_168896701.1#727|Olsenella_sp__KGMB02461	1119	-	+	3	1207	2325	735517	736635	WP_168896698.1#727	NZ_JABAHI010000008.1	GCF_012584445.1
WP_168896701.1#727|Olsenella_sp__KGMB02461	975	-	+	1	2976	3950	733892	734866	WP_168896697.1#727	NZ_JABAHI010000008.1	GCF_012584445.1



WP_119534289.1#39|Psittacicella_gerlachiana	480	+	+	283	1	480	229	708	WP_119534289.1#39	NZ_NRJF01000046.1	GCF_003585965.1
WP_119534289.1#39|Psittacicella_gerlachiana	459	+	+	284	531	989	759	1217	WP_119534290.1#39	NZ_NRJF01000046.1	GCF_003585965.1
WP_119534289.1#39|Psittacicella_gerlachiana	543	+	+	77	1041	1583	1269	1811	WP_119534291.1#39	NZ_NRJF01000046.1	GCF_003585965.1
WP_119534289.1#39|Psittacicella_gerlachiana	1020	+	-	51	1622	2641	1850	2869	WP_119534292.1#39	NZ_NRJF01000046.1	GCF_003585965.1
WP_119534289.1#39|Psittacicella_gerlachiana	76	+	-	460	2815	2890	3043	3118	tRNA_39.4*#39	NZ_NRJF01000046.1	GCF_003585965.1



WP_128465686.1#466|Geovibrio_thiophilus	1392	+	+	6	-4490	-3099	609294	610685	WP_128465682.1#466	NZ_CP035108.1	GCF_004087915.1
WP_128465686.1#466|Geovibrio_thiophilus	2076	+	+	457	-3106	-1031	610678	612753	WP_128465683.1#466	NZ_CP035108.1	GCF_004087915.1
WP_128465686.1#466|Geovibrio_thiophilus	330	+	+	27	-850	-521	612934	613263	WP_128465684.1#466	NZ_CP035108.1	GCF_004087915.1
WP_128465686.1#466|Geovibrio_thiophilus	516	+	+	1	-519	-4	613265	613780	WP_164885250.1#466	NZ_CP035108.1	GCF_004087915.1
WP_128465686.1#466|Geovibrio_thiophilus	426	+	+	459	1	426	613785	614210	WP_128465686.1#466	NZ_CP035108.1	GCF_004087915.1
WP_128465686.1#466|Geovibrio_thiophilus	2088	+	-	6	453	2540	614237	616324	WP_164885251.1#466	NZ_CP035108.1	GCF_004087915.1
WP_128465686.1#466|Geovibrio_thiophilus	345	+	-	0	2797	3141	616581	616925	WP_128465688.1#466	NZ_CP035108.1	GCF_004087915.1
WP_128465686.1#466|Geovibrio_thiophilus	2547	+	-	6	3317	5863	617101	619647	WP_128465689.1#466	NZ_CP035108.1	GCF_004087915.1
WP_128465686.1#466|Geovibrio_thiophilus	1254	+	+	340	6134	7387	619918	621171	WP_164885252.1#466	NZ_CP035108.1	GCF_004087915.1



WP_157983046.1#15|Intestinibaculum_porci	2517	-	+	54	-7523	-5007	2532826	2535342	WP_125120146.1#15	NZ_AP019309.1	GCF_003925875.1
WP_157983046.1#15|Intestinibaculum_porci	3738	-	+	6	-4944	-1207	2529026	2532763	WP_162300208.1#15	NZ_AP019309.1	GCF_003925875.1
WP_157983046.1#15|Intestinibaculum_porci	576	-	+	2	-973	-398	2528217	2528792	WP_125120144.1#15	NZ_AP019309.1	GCF_003925875.1
WP_157983046.1#15|Intestinibaculum_porci	417	-	+	0	-396	20	2527799	2528215	WP_125120143.1#15	NZ_AP019309.1	GCF_003925875.1
WP_157983046.1#15|Intestinibaculum_porci	417	-	+	459	1	417	2527402	2527818	WP_157983046.1#15	NZ_AP019309.1	GCF_003925875.1
WP_157983046.1#15|Intestinibaculum_porci	942	-	+	0	768	1709	2526110	2527051	WP_157983045.1#15	NZ_AP019309.1	GCF_003925875.1
WP_157983046.1#15|Intestinibaculum_porci	438	-	+	0	1822	2259	2525560	2525997	WP_125120140.1#15	NZ_AP019309.1	GCF_003925875.1
WP_157983046.1#15|Intestinibaculum_porci	501	-	+	0	2309	2809	2525010	2525510	WP_125120139.1#15	NZ_AP019309.1	GCF_003925875.1
WP_157983046.1#15|Intestinibaculum_porci	1359	-	-	64	2806	4164	2523655	2525013	WP_125120138.1#15	NZ_AP019309.1	GCF_003925875.1



WP_097103538.1#506|Nitrosomonas_ureae	411	+	+	0	-3632	-3222	179259	179669	WP_097103534.1#506	NZ_OCMU01000001.1	GCF_900215345.1
WP_097103538.1#506|Nitrosomonas_ureae	1275	+	+	72	-2256	-982	180635	181909	WP_176492664.1#506	NZ_OCMU01000001.1	GCF_900215345.1
WP_097103538.1#506|Nitrosomonas_ureae	411	+	+	1	-814	-404	182077	182487	WP_097103536.1#506	NZ_OCMU01000001.1	GCF_900215345.1
WP_097103538.1#506|Nitrosomonas_ureae	414	+	+	1	-402	11	182489	182902	WP_097103537.1#506	NZ_OCMU01000001.1	GCF_900215345.1
WP_097103538.1#506|Nitrosomonas_ureae	507	+	+	459	1	507	182892	183398	WP_097103538.1#506	NZ_OCMU01000001.1	GCF_900215345.1
WP_097103538.1#506|Nitrosomonas_ureae	339	+	+	0	1197	1535	184088	184426	WP_097103539.1#506	NZ_OCMU01000001.1	GCF_900215345.1
WP_097103538.1#506|Nitrosomonas_ureae	279	+	+	0	1577	1855	184468	184746	WP_097103540.1#506	NZ_OCMU01000001.1	GCF_900215345.1
WP_097103538.1#506|Nitrosomonas_ureae	147	+	+	0	1888	2034	184779	184925	WP_176492665.1#506	NZ_OCMU01000001.1	GCF_900215345.1
WP_097103538.1#506|Nitrosomonas_ureae	219	+	+	0	2166	2384	185057	185275	WP_097103541.1#506	NZ_OCMU01000001.1	GCF_900215345.1



WP_217992370.1#600|Nitrosomonas_ureae	477	+	+	447	-3680	-3204	17659	18135	WP_097107482.1#600	NZ_OCMU01000004.1	GCF_900215345.1
WP_217992370.1#600|Nitrosomonas_ureae	1911	+	+	0	-3040	-1130	18299	20209	WP_097107483.1#600	NZ_OCMU01000004.1	GCF_900215345.1
WP_217992370.1#600|Nitrosomonas_ureae	300	+	+	0	-954	-655	20385	20684	WP_097107485.1#600	NZ_OCMU01000004.1	GCF_900215345.1
WP_217992370.1#600|Nitrosomonas_ureae	654	+	+	12	-658	-5	20681	21334	WP_097107486.1#600	NZ_OCMU01000004.1	GCF_900215345.1
WP_217992370.1#600|Nitrosomonas_ureae	504	+	+	459	1	504	21340	21843	WP_217992370.1#600	NZ_OCMU01000004.1	GCF_900215345.1
WP_217992370.1#600|Nitrosomonas_ureae	756	+	-	0	876	1631	22215	22970	WP_097107488.1#600	NZ_OCMU01000004.1	GCF_900215345.1
WP_217992370.1#600|Nitrosomonas_ureae	474	+	-	0	1877	2350	23216	23689	WP_141398091.1#600	NZ_OCMU01000004.1	GCF_900215345.1
WP_217992370.1#600|Nitrosomonas_ureae	459	+	-	0	2709	3167	24048	24506	WP_176492793.1#600	NZ_OCMU01000004.1	GCF_900215345.1
WP_217992370.1#600|Nitrosomonas_ureae	315	+	+	0	3285	3599	24624	24938	WP_141398092.1#600	NZ_OCMU01000004.1	GCF_900215345.1



WP_124363496.1#372|Pseudomonas_sp__R3_52_08	525	-	+	0	-2202	-1678	3859634	3860158	WP_124363499.1#372	NZ_CP027730.1	GCF_003851745.1
WP_124363496.1#372|Pseudomonas_sp__R3_52_08	150	-	+	0	-1361	-1212	3859168	3859317	WP_164484554.1#372	NZ_CP027730.1	GCF_003851745.1
WP_124363496.1#372|Pseudomonas_sp__R3_52_08	507	-	+	186	-909	-403	3858359	3858865	WP_124363498.1#372	NZ_CP027730.1	GCF_003851745.1
WP_124363496.1#372|Pseudomonas_sp__R3_52_08	420	-	+	1	-393	26	3857930	3858349	WP_164484553.1#372	NZ_CP027730.1	GCF_003851745.1
WP_124363496.1#372|Pseudomonas_sp__R3_52_08	588	-	+	459	1	588	3857368	3857955	WP_124363496.1#372	NZ_CP027730.1	GCF_003851745.1
WP_124363496.1#372|Pseudomonas_sp__R3_52_08	237	-	+	72	1273	1509	3856447	3856683	WP_164484552.1#372	NZ_CP027730.1	GCF_003851745.1
WP_124363496.1#372|Pseudomonas_sp__R3_52_08	224	-	-	461	1513	1736	3856220	3856443	pseudogene_372.7*#372	NZ_CP027730.1	GCF_003851745.1
WP_124363496.1#372|Pseudomonas_sp__R3_52_08	69	-	+	460	1899	1967	3855989	3856057	tRNA_372.3*#372	NZ_CP027730.1	GCF_003851745.1
WP_124363496.1#372|Pseudomonas_sp__R3_52_08	876	-	-	52	2429	3304	3854652	3855527	WP_124363495.1#372	NZ_CP027730.1	GCF_003851745.1



